score,lg_sf_pred,lg_sf_heur,lg_sf_real
113.000,-10.025,-10.424,-10.335
114.000,-10.162,-10.565,-10.475
115.000,-10.301,-10.707,-10.616
116.000,-10.441,-10.850,-10.758
117.000,-10.582,-10.994,-10.901
118.000,-10.724,-11.140,-11.045
119.000,-10.867,-11.286,-11.190
120.000,-11.012,-11.433,-11.337
121.000,-11.157,-11.582,-11.484
122.000,-11.303,-11.731,-11.633
123.000,-11.451,-11.882,-11.782
124.000,-11.599,-12.033,-11.933
125.000,-11.749,-12.186,-12.084
126.000,-11.899,-12.340,-12.237
127.000,-12.051,-12.495,-12.391
128.000,-12.204,-12.651,-12.545
129.000,-12.358,-12.808,-12.701
130.000,-12.513,-12.966,-12.858
131.000,-12.669,-13.125,-13.016
132.000,-12.826,-13.286,-13.176
133.000,-12.984,-13.447,-13.336
134.000,-13.143,-13.610,-13.497
135.000,-13.304,-13.773,-13.659
136.000,-13.465,-13.938,-13.823
137.000,-13.628,-14.104,-13.987
138.000,-13.791,-14.271,-14.153
139.000,-13.956,-14.439,-14.320
140.000,-14.122,-14.608,-14.487
141.000,-14.289,-14.778,-14.656
142.000,-14.457,-14.949,-14.826
143.000,-14.626,-15.121,-14.997
144.000,-14.796,-15.295,-15.169
145.000,-14.967,-15.469,-15.343
146.000,-15.139,-15.645,-15.517
147.000,-15.313,-15.821,-15.692
148.000,-15.487,-15.999,-15.869
149.000,-15.663,-16.178,-16.046
150.000,-15.840,-16.358,-16.225
151.000,-16.017,-16.539,-16.404
152.000,-16.196,-16.721,-16.585
153.000,-16.376,-16.904,-16.767
154.000,-16.557,-17.089,-16.950
155.000,-16.739,-17.274,-17.134
156.000,-16.923,-17.461,-17.319
157.000,-17.107,-17.648,-17.505
158.000,-17.293,-17.837,-17.693
159.000,-17.479,-18.027,-17.881
160.000,-17.667,-18.218,-18.070
161.000,-17.855,-18.410,-18.261
162.000,-18.045,-18.603,-18.453
163.000,-18.236,-18.797,-18.645
164.000,-18.428,-18.993,-18.839
165.000,-18.621,-19.189,-19.034
166.000,-18.816,-19.387,-19.230
167.000,-19.011,-19.585,-19.427
168.000,-19.207,-19.785,-19.625
169.000,-19.405,-19.986,-19.825
170.000,-19.604,-20.188,-20.025
171.000,-19.803,-20.391,-20.226
172.000,-20.004,-20.595,-20.429
173.000,-20.206,-20.800,-20.633
174.000,-20.409,-21.007,-20.837
175.000,-20.613,-21.214,-21.043
176.000,-20.818,-21.423,-21.250
177.000,-21.025,-21.633,-21.458
178.000,-21.232,-21.843,-21.667
179.000,-21.441,-22.055,-21.877
180.000,-21.650,-22.268,-22.089
181.000,-21.861,-22.483,-22.301
182.000,-22.073,-22.698,-22.514
183.000,-22.286,-22.914,-22.729
184.000,-22.500,-23.132,-22.945
185.000,-22.715,-23.350,-23.162
186.000,-22.932,-23.570,-23.380
187.000,-23.149,-23.791,-23.599
188.000,-23.367,-24.013,-23.819
189.000,-23.587,-24.236,-24.040
190.000,-23.808,-24.460,-24.262
191.000,-24.030,-24.685,-24.486
192.000,-24.252,-24.911,-24.710
193.000,-24.476,-25.139,-24.936
194.000,-24.702,-25.367,-25.163
195.000,-24.928,-25.597,-25.391
196.000,-25.155,-25.828,-25.620
197.000,-25.384,-26.060,-25.850
198.000,-25.613,-26.293,-26.081
199.000,-25.844,-26.527,-26.313
200.000,-26.076,-26.762,-26.546
201.000,-26.308,-26.999,-26.780
202.000,-26.542,-27.236,-27.015
203.000,-26.777,-27.475,-27.252
204.000,-27.014,-27.714,-27.490
205.000,-27.251,-27.955,-27.729
206.000,-27.489,-28.197,-27.969
207.000,-27.729,-28.440,-28.210
208.000,-27.969,-28.684,-28.451
209.000,-28.211,-28.930,-28.693
210.000,-28.453,-29.176,-28.936
211.000,-28.697,-29.424,-29.181
212.000,-28.942,-29.672,-29.427
213.000,-29.188,-29.922,-29.676
214.000,-29.435,-30.173,-29.924
215.000,-29.683,-30.425,-30.175
216.000,-29.932,-30.678,-30.426
217.000,-30.183,-30.932,-30.678
218.000,-30.434,-31.188,-30.929
219.000,-30.686,-31.444,-31.180
220.000,-30.940,-31.702,-31.436
221.000,-31.194,-31.961,-31.692
222.000,-31.450,-32.220,-31.948
223.000,-31.706,-32.481,-32.206
224.000,-31.964,-32.743,-32.471
225.000,-32.222,-33.007,-32.728
226.000,-32.482,-33.271,-32.983
227.000,-32.742,-33.536,-33.242
228.000,-33.003,-33.803,-33.504
229.000,-33.266,-34.071,-33.768
230.000,-33.529,-34.339,-34.031
231.000,-33.793,-34.609,-34.297
232.000,-34.057,-34.880,-34.567
233.000,-34.323,-35.152,-34.825
234.000,-34.589,-35.426,-35.088
235.000,-34.856,-35.700,-35.349
236.000,-35.123,-35.976,-35.611
237.000,-35.391,-36.252,-35.874
238.000,-35.660,-36.530,-36.128
239.000,-35.929,-36.809,-36.394
240.000,-36.198,-37.089,-36.656
241.000,-36.467,-37.370,-36.937
242.000,-36.736,-37.652,-37.216
243.000,-37.005,-37.936,-37.491
244.000,-37.273,-38.220,-37.809
245.000,-37.541,-38.506,-38.062
246.000,-37.808,-38.793,-38.313
247.000,-38.075,-39.080,-38.608
248.000,-38.340,-39.369,-38.798
249.000,-38.603,-39.660,-39.011
250.000,-38.864,-39.951,-39.212
251.000,-39.123,-40.243,-39.449
252.000,-39.379,-40.537,-39.696
253.000,-39.632,-40.831,-39.923
254.000,-39.882,-41.127,-40.155
254.509,-40.007,-41.278,-40.430
254.602,-40.030,-41.306,-40.438
254.756,-40.067,-41.351,-40.445
254.799,-40.078,-41.364,-40.453
254.807,-40.080,-41.366,-40.461
254.835,-40.087,-41.375,-40.469
254.912,-40.105,-41.398,-40.476
254.921,-40.108,-41.400,-40.484
254.934,-40.111,-41.404,-40.492
254.985,-40.123,-41.419,-40.500
254.997,-40.126,-41.423,-40.508
255.003,-40.128,-41.425,-40.516
255.047,-40.138,-41.438,-40.524
255.066,-40.143,-41.444,-40.532
255.213,-40.179,-41.487,-40.541
255.222,-40.181,-41.490,-40.549
255.290,-40.197,-41.510,-40.557
255.330,-40.207,-41.522,-40.565
255.332,-40.207,-41.523,-40.574
255.350,-40.212,-41.528,-40.582
255.380,-40.219,-41.537,-40.591
255.491,-40.246,-41.570,-40.599
255.565,-40.264,-41.592,-40.608
255.597,-40.271,-41.602,-40.616
255.656,-40.285,-41.619,-40.625
255.731,-40.303,-41.642,-40.634
255.744,-40.306,-41.646,-40.642
255.764,-40.311,-41.651,-40.651
255.826,-40.326,-41.670,-40.660
255.856,-40.333,-41.679,-40.669
255.865,-40.335,-41.682,-40.678
255.887,-40.341,-41.688,-40.687
255.911,-40.346,-41.695,-40.696
255.958,-40.358,-41.709,-40.705
255.991,-40.366,-41.719,-40.715
256.029,-40.374,-41.731,-40.724
256.045,-40.378,-41.735,-40.733
256.087,-40.388,-41.748,-40.743
256.101,-40.392,-41.752,-40.752
256.115,-40.395,-41.756,-40.762
256.149,-40.403,-41.766,-40.771
256.155,-40.404,-41.768,-40.781
256.179,-40.410,-41.775,-40.791
256.181,-40.411,-41.776,-40.800
256.220,-40.420,-41.788,-40.810
256.227,-40.422,-41.790,-40.820
256.285,-40.435,-41.807,-40.830
256.415,-40.466,-41.846,-40.840
256.466,-40.478,-41.861,-40.850
256.529,-40.493,-41.880,-40.860
256.579,-40.505,-41.895,-40.871
256.631,-40.517,-41.911,-40.881
256.642,-40.520,-41.914,-40.891
256.709,-40.535,-41.934,-40.902
256.821,-40.561,-41.967,-40.913
256.998,-40.603,-42.021,-40.923
257.037,-40.612,-42.032,-40.934
257.042,-40.613,-42.034,-40.945
257.187,-40.647,-42.077,-40.956
257.359,-40.686,-42.129,-40.967
257.407,-40.697,-42.143,-40.978
257.443,-40.706,-42.154,-40.989
257.446,-40.706,-42.155,-41.000
257.456,-40.709,-42.158,-41.011
257.458,-40.709,-42.158,-41.023
257.459,-40.710,-42.159,-41.034
257.501,-40.719,-42.171,-41.046
257.639,-40.751,-42.213,-41.057
257.655,-40.755,-42.218,-41.069
257.752,-40.777,-42.247,-41.081
257.778,-40.783,-42.255,-41.093
257.806,-40.789,-42.263,-41.105
257.825,-40.793,-42.269,-41.117
257.853,-40.800,-42.277,-41.130
257.878,-40.805,-42.284,-41.142
257.905,-40.812,-42.293,-41.155
257.960,-40.824,-42.309,-41.167
257.995,-40.832,-42.320,-41.180
258.006,-40.835,-42.323,-41.193
258.028,-40.840,-42.330,-41.206
258.260,-40.892,-42.399,-41.219
258.272,-40.895,-42.403,-41.232
258.275,-40.895,-42.404,-41.245
258.289,-40.899,-42.408,-41.259
258.297,-40.900,-42.411,-41.272
258.339,-40.910,-42.423,-41.286
258.439,-40.932,-42.454,-41.300
258.509,-40.948,-42.474,-41.313
258.515,-40.949,-42.476,-41.328
258.528,-40.952,-42.480,-41.342
258.539,-40.955,-42.483,-41.356
258.562,-40.960,-42.491,-41.371
258.598,-40.968,-42.501,-41.385
258.601,-40.969,-42.502,-41.400
258.607,-40.970,-42.504,-41.415
258.678,-40.986,-42.525,-41.430
258.715,-40.994,-42.537,-41.445
258.777,-41.008,-42.555,-41.461
258.839,-41.021,-42.574,-41.476
258.858,-41.026,-42.580,-41.492
258.935,-41.043,-42.603,-41.508
258.945,-41.045,-42.606,-41.524
259.079,-41.075,-42.647,-41.541
259.163,-41.093,-42.672,-41.557
259.210,-41.103,-42.686,-41.574
259.243,-41.111,-42.696,-41.591
259.504,-41.168,-42.775,-41.608
259.552,-41.178,-42.790,-41.625
259.824,-41.237,-42.872,-41.642
259.880,-41.249,-42.889,-41.660
260.009,-41.276,-42.928,-41.678
260.364,-41.352,-43.036,-41.696
260.747,-41.433,-43.152,-41.715
261.107,-41.507,-43.261,-41.733
261.258,-41.538,-43.307,-41.752
261.492,-41.586,-43.379,-41.771
261.523,-41.592,-43.388,-41.791
261.562,-41.600,-43.400,-41.810
261.562,-41.600,-43.400,-41.830
261.598,-41.607,-43.411,-41.850
261.846,-41.658,-43.487,-41.871
262.040,-41.696,-43.546,-41.891
262.242,-41.736,-43.607,-41.913
262.487,-41.785,-43.682,-41.934
262.618,-41.810,-43.722,-41.956
262.664,-41.819,-43.736,-41.978
262.767,-41.839,-43.768,-42.000
262.983,-41.881,-43.834,-42.023
263.004,-41.885,-43.841,-42.046
263.068,-41.897,-43.860,-42.069
263.120,-41.907,-43.876,-42.093
263.167,-41.916,-43.891,-42.117
263.798,-42.035,-44.084,-42.142
264.056,-42.083,-44.163,-42.167
264.129,-42.096,-44.186,-42.193
264.202,-42.110,-44.209,-42.219
264.276,-42.123,-44.231,-42.245
264.500,-42.164,-44.300,-42.272
264.644,-42.190,-44.345,-42.300
264.895,-42.234,-44.422,-42.328
264.955,-42.245,-44.441,-42.356
264.960,-42.246,-44.442,-42.385
265.000,-42.253,-44.454,-42.415
265.149,-42.279,-44.500,-42.445
265.266,-42.300,-44.537,-42.476
265.389,-42.321,-44.575,-42.508
265.647,-42.366,-44.655,-42.541
266.182,-42.456,-44.820,-42.574
266.203,-42.460,-44.827,-42.608
266.355,-42.485,-44.874,-42.642
266.664,-42.536,-44.970,-42.678
267.451,-42.663,-45.215,-42.715
267.470,-42.666,-45.220,-42.752
267.773,-42.713,-45.315,-42.791
268.019,-42.751,-45.392,-42.830
268.451,-42.817,-45.527,-42.871
269.194,-42.927,-45.759,-42.913
269.892,-43.027,-45.978,-42.956
270.172,-43.066,-46.066,-43.000
270.284,-43.082,-46.101,-43.046
270.328,-43.088,-46.115,-43.093
270.585,-43.123,-46.196,-43.142
270.750,-43.146,-46.248,-43.193
271.098,-43.193,-46.358,-43.245
271.112,-43.194,-46.362,-43.300
271.309,-43.221,-46.424,-43.356
271.367,-43.228,-46.443,-43.415
271.703,-43.272,-46.549,-43.476
272.481,-43.371,-46.795,-43.541
272.542,-43.379,-46.815,-43.608
272.923,-43.426,-46.936,-43.678
273.243,-43.465,-47.037,-43.752
273.367,-43.480,-47.077,-43.830
273.734,-43.524,-47.194,-43.913
274.322,-43.593,-47.381,-44.000
274.337,-43.595,-47.386,-44.093
274.790,-43.647,-47.531,-44.193
277.007,-43.890,-48.242,-44.300
278.689,-44.062,-48.786,-44.415
285.546,-44.692,-51.035,-44.541
288.448,-44.937,-52.002,-44.678
290.097,-45.073,-52.557,-44.830
290.799,-45.130,-52.794,-45.000
294.534,-45.428,-54.063,-45.193
295.836,-45.530,-54.509,-45.415
295.990,-45.542,-54.562,-45.678
314.883,-46.963,-61.256,-46.000
329.983,-48.042,-66.897,-46.415
353.463,-49.646,-76.182,-47.000
402.588,-52.775,-97.629,-48.000
