score,lg_sf_pred,lg_sf_heur,lg_sf_real
114.000,-4.095,-4.416,-4.388
115.000,-4.138,-4.461,-4.432
116.000,-4.180,-4.505,-4.477
117.000,-4.223,-4.550,-4.521
118.000,-4.267,-4.596,-4.566
119.000,-4.310,-4.641,-4.612
120.000,-4.354,-4.687,-4.657
121.000,-4.398,-4.733,-4.703
122.000,-4.442,-4.779,-4.749
123.000,-4.487,-4.826,-4.795
124.000,-4.532,-4.873,-4.842
125.000,-4.577,-4.920,-4.888
126.000,-4.622,-4.968,-4.936
127.000,-4.668,-5.015,-4.983
128.000,-4.714,-5.063,-5.031
129.000,-4.760,-5.112,-5.078
130.000,-4.807,-5.160,-5.127
131.000,-4.853,-5.209,-5.175
132.000,-4.900,-5.258,-5.224
133.000,-4.948,-5.307,-5.273
134.000,-4.995,-5.357,-5.322
135.000,-5.043,-5.407,-5.371
136.000,-5.091,-5.457,-5.421
137.000,-5.139,-5.508,-5.471
138.000,-5.188,-5.558,-5.522
139.000,-5.237,-5.610,-5.572
140.000,-5.286,-5.661,-5.623
141.000,-5.336,-5.712,-5.674
142.000,-5.386,-5.764,-5.726
143.000,-5.436,-5.816,-5.777
144.000,-5.486,-5.869,-5.829
145.000,-5.536,-5.922,-5.882
146.000,-5.587,-5.975,-5.934
147.000,-5.638,-6.028,-5.987
148.000,-5.690,-6.081,-6.040
149.000,-5.742,-6.135,-6.093
150.000,-5.794,-6.189,-6.147
151.000,-5.846,-6.244,-6.201
152.000,-5.898,-6.298,-6.255
153.000,-5.951,-6.353,-6.309
154.000,-6.004,-6.408,-6.364
155.000,-6.058,-6.464,-6.419
156.000,-6.111,-6.520,-6.474
157.000,-6.165,-6.576,-6.530
158.000,-6.219,-6.632,-6.586
159.000,-6.274,-6.689,-6.642
160.000,-6.328,-6.746,-6.698
161.000,-6.384,-6.803,-6.755
162.000,-6.439,-6.860,-6.812
163.000,-6.494,-6.918,-6.869
164.000,-6.550,-6.976,-6.926
165.000,-6.606,-7.034,-6.984
166.000,-6.663,-7.093,-7.042
167.000,-6.720,-7.152,-7.100
168.000,-6.777,-7.211,-7.159
169.000,-6.834,-7.270,-7.218
170.000,-6.891,-7.330,-7.277
171.000,-6.949,-7.390,-7.336
172.000,-7.007,-7.450,-7.396
173.000,-7.066,-7.511,-7.456
174.000,-7.124,-7.572,-7.516
175.000,-7.183,-7.633,-7.577
176.000,-7.243,-7.695,-7.638
177.000,-7.302,-7.756,-7.699
178.000,-7.362,-7.818,-7.760
179.000,-7.422,-7.881,-7.822
180.000,-7.483,-7.943,-7.884
181.000,-7.543,-8.006,-7.946
182.000,-7.604,-8.069,-8.009
183.000,-7.665,-8.133,-8.071
184.000,-7.727,-8.196,-8.134
185.000,-7.789,-8.260,-8.198
186.000,-7.851,-8.325,-8.261
187.000,-7.913,-8.389,-8.325
188.000,-7.976,-8.454,-8.389
189.000,-8.039,-8.519,-8.454
190.000,-8.102,-8.585,-8.519
191.000,-8.166,-8.651,-8.584
192.000,-8.229,-8.717,-8.649
193.000,-8.293,-8.783,-8.715
194.000,-8.358,-8.849,-8.780
195.000,-8.423,-8.916,-8.847
196.000,-8.487,-8.984,-8.913
197.000,-8.553,-9.051,-8.980
198.000,-8.618,-9.119,-9.047
199.000,-8.684,-9.187,-9.114
200.000,-8.750,-9.255,-9.182
201.000,-8.817,-9.324,-9.250
202.000,-8.883,-9.393,-9.318
203.000,-8.950,-9.462,-9.386
204.000,-9.017,-9.531,-9.455
205.000,-9.085,-9.601,-9.524
206.000,-9.153,-9.671,-9.593
207.000,-9.221,-9.742,-9.663
208.000,-9.289,-9.812,-9.732
209.000,-9.358,-9.883,-9.803
210.000,-9.427,-9.954,-9.873
211.000,-9.496,-10.026,-9.944
212.000,-9.566,-10.098,-10.015
213.000,-9.636,-10.170,-10.086
214.000,-9.706,-10.242,-10.157
215.000,-9.776,-10.315,-10.229
216.000,-9.847,-10.388,-10.301
217.000,-9.918,-10.461,-10.374
218.000,-9.989,-10.535,-10.446
219.000,-10.061,-10.609,-10.519
220.000,-10.133,-10.683,-10.592
221.000,-10.205,-10.757,-10.666
222.000,-10.277,-10.832,-10.740
223.000,-10.350,-10.907,-10.814
224.000,-10.423,-10.982,-10.888
225.000,-10.496,-11.058,-10.963
226.000,-10.570,-11.134,-11.038
227.000,-10.644,-11.210,-11.113
228.000,-10.718,-11.287,-11.189
229.000,-10.792,-11.363,-11.264
230.000,-10.867,-11.440,-11.340
231.000,-10.942,-11.518,-11.417
232.000,-11.018,-11.595,-11.493
233.000,-11.093,-11.673,-11.570
234.000,-11.169,-11.752,-11.648
235.000,-11.245,-11.830,-11.725
236.000,-11.322,-11.909,-11.803
237.000,-11.399,-11.988,-11.881
238.000,-11.476,-12.068,-11.959
239.000,-11.553,-12.147,-12.038
240.000,-11.631,-12.227,-12.117
241.000,-11.709,-12.308,-12.196
242.000,-11.787,-12.388,-12.276
243.000,-11.866,-12.469,-12.355
244.000,-11.945,-12.550,-12.435
245.000,-12.024,-12.632,-12.516
246.000,-12.103,-12.714,-12.596
247.000,-12.183,-12.796,-12.677
248.000,-12.263,-12.878,-12.759
249.000,-12.343,-12.961,-12.840
250.000,-12.424,-13.044,-12.922
251.000,-12.505,-13.127,-13.004
252.000,-12.586,-13.211,-13.086
253.000,-12.668,-13.294,-13.169
254.000,-12.749,-13.379,-13.252
255.000,-12.831,-13.463,-13.335
256.000,-12.914,-13.548,-13.419
257.000,-12.997,-13.633,-13.502
258.000,-13.079,-13.718,-13.586
259.000,-13.163,-13.804,-13.671
260.000,-13.246,-13.890,-13.756
261.000,-13.330,-13.976,-13.840
262.000,-13.414,-14.062,-13.926
263.000,-13.499,-14.149,-14.011
264.000,-13.583,-14.236,-14.097
265.000,-13.668,-14.324,-14.183
266.000,-13.754,-14.411,-14.270
267.000,-13.839,-14.499,-14.356
268.000,-13.925,-14.588,-14.443
269.000,-14.012,-14.676,-14.530
270.000,-14.098,-14.765,-14.618
271.000,-14.185,-14.854,-14.706
272.000,-14.272,-14.944,-14.794
273.000,-14.359,-15.034,-14.882
274.000,-14.447,-15.124,-14.971
275.000,-14.535,-15.214,-15.060
276.000,-14.623,-15.305,-15.149
277.000,-14.712,-15.396,-15.239
278.000,-14.801,-15.487,-15.329
279.000,-14.890,-15.579,-15.419
280.000,-14.979,-15.670,-15.509
281.000,-15.069,-15.763,-15.599
282.000,-15.159,-15.855,-15.690
283.000,-15.249,-15.948,-15.781
284.000,-15.340,-16.041,-15.873
285.000,-15.431,-16.134,-15.965
286.000,-15.522,-16.228,-16.057
287.000,-15.614,-16.322,-16.149
288.000,-15.705,-16.416,-16.242
289.000,-15.797,-16.511,-16.335
290.000,-15.890,-16.605,-16.428
291.000,-15.982,-16.701,-16.522
292.000,-16.075,-16.796,-16.615
293.000,-16.169,-16.892,-16.710
294.000,-16.262,-16.988,-16.804
295.000,-16.356,-17.084,-16.899
296.000,-16.450,-17.181,-16.994
297.000,-16.545,-17.278,-17.089
298.000,-16.640,-17.375,-17.184
299.000,-16.735,-17.473,-17.280
300.000,-16.830,-17.570,-17.376
301.000,-16.926,-17.669,-17.472
302.000,-17.022,-17.767,-17.569
303.000,-17.118,-17.866,-17.666
304.000,-17.214,-17.965,-17.763
305.000,-17.311,-18.064,-17.861
306.000,-17.408,-18.164,-17.959
307.000,-17.506,-18.264,-18.057
308.000,-17.603,-18.364,-18.156
309.000,-17.701,-18.464,-18.254
310.000,-17.800,-18.565,-18.353
311.000,-17.898,-18.666,-18.452
312.000,-17.997,-18.768,-18.552
313.000,-18.096,-18.870,-18.651
314.000,-18.196,-18.972,-18.751
315.000,-18.295,-19.074,-18.852
316.000,-18.396,-19.177,-18.953
317.000,-18.496,-19.280,-19.054
318.000,-18.597,-19.383,-19.154
319.000,-18.697,-19.486,-19.255
320.000,-18.799,-19.590,-19.357
321.000,-18.900,-19.694,-19.459
322.000,-19.002,-19.799,-19.561
323.000,-19.104,-19.903,-19.663
324.000,-19.207,-20.009,-19.766
325.000,-19.309,-20.114,-19.869
326.000,-19.412,-20.219,-19.973
327.000,-19.515,-20.325,-20.077
328.000,-19.619,-20.432,-20.181
329.000,-19.723,-20.538,-20.285
330.000,-19.827,-20.645,-20.390
331.000,-19.931,-20.752,-20.494
332.000,-20.036,-20.860,-20.600
333.000,-20.141,-20.967,-20.706
334.000,-20.247,-21.075,-20.811
335.000,-20.352,-21.184,-20.917
336.000,-20.458,-21.293,-21.023
337.000,-20.564,-21.401,-21.130
338.000,-20.671,-21.511,-21.238
339.000,-20.777,-21.620,-21.345
340.000,-20.884,-21.730,-21.452
341.000,-20.992,-21.840,-21.561
342.000,-21.099,-21.951,-21.668
343.000,-21.207,-22.062,-21.776
344.000,-21.315,-22.173,-21.886
345.000,-21.424,-22.284,-21.994
346.000,-21.533,-22.396,-22.105
347.000,-21.642,-22.508,-22.214
348.000,-21.751,-22.620,-22.324
349.000,-21.860,-22.733,-22.435
350.000,-21.970,-22.845,-22.545
351.000,-22.080,-22.959,-22.654
352.000,-22.191,-23.072,-22.764
353.000,-22.301,-23.186,-22.873
354.000,-22.412,-23.300,-22.984
355.000,-22.524,-23.414,-23.095
356.000,-22.635,-23.529,-23.207
357.000,-22.747,-23.644,-23.317
358.000,-22.859,-23.759,-23.427
359.000,-22.971,-23.875,-23.538
360.000,-23.084,-23.991,-23.651
361.000,-23.196,-24.107,-23.764
362.000,-23.310,-24.224,-23.876
363.000,-23.423,-24.340,-23.990
364.000,-23.536,-24.458,-24.102
365.000,-23.650,-24.575,-24.216
366.000,-23.764,-24.693,-24.330
367.000,-23.879,-24.811,-24.445
368.000,-23.993,-24.929,-24.557
369.000,-24.108,-25.048,-24.677
370.000,-24.223,-25.167,-24.792
371.000,-24.338,-25.286,-24.904
372.000,-24.454,-25.405,-25.015
373.000,-24.569,-25.525,-25.128
374.000,-24.685,-25.645,-25.245
375.000,-24.802,-25.766,-25.355
376.000,-24.918,-25.887,-25.470
377.000,-25.035,-26.008,-25.585
378.000,-25.151,-26.129,-25.702
379.000,-25.268,-26.251,-25.818
380.000,-25.385,-26.373,-25.930
381.000,-25.503,-26.495,-26.048
382.000,-25.620,-26.617,-26.162
383.000,-25.738,-26.740,-26.277
384.000,-25.856,-26.864,-26.400
385.000,-25.974,-26.987,-26.520
386.000,-26.092,-27.111,-26.634
387.000,-26.210,-27.235,-26.745
388.000,-26.328,-27.359,-26.865
389.000,-26.447,-27.484,-26.978
390.000,-26.565,-27.609,-27.093
391.000,-26.684,-27.734,-27.204
392.000,-26.803,-27.860,-27.315
393.000,-26.922,-27.986,-27.429
394.000,-27.040,-28.112,-27.541
395.000,-27.159,-28.239,-27.655
396.000,-27.278,-28.365,-27.758
397.000,-27.397,-28.493,-27.877
398.000,-27.516,-28.620,-27.997
399.000,-27.635,-28.748,-28.112
400.000,-27.754,-28.876,-28.233
401.000,-27.872,-29.004,-28.350
402.000,-27.991,-29.133,-28.456
403.000,-28.109,-29.262,-28.575
404.000,-28.228,-29.391,-28.693
405.000,-28.346,-29.521,-28.799
406.000,-28.464,-29.650,-28.909
407.000,-28.582,-29.781,-29.033
408.000,-28.699,-29.911,-29.153
409.000,-28.816,-30.042,-29.256
410.000,-28.933,-30.173,-29.373
411.000,-29.050,-30.304,-29.468
412.000,-29.166,-30.436,-29.593
413.000,-29.281,-30.568,-29.688
414.000,-29.397,-30.700,-29.797
415.000,-29.511,-30.833,-29.906
416.000,-29.626,-30.966,-30.020
417.000,-29.739,-31.099,-30.105
418.000,-29.852,-31.233,-30.214
419.000,-29.965,-31.366,-30.322
420.000,-30.076,-31.501,-30.434
421.000,-30.187,-31.635,-30.528
422.000,-30.297,-31.770,-30.640
423.000,-30.406,-31.905,-30.759
424.000,-30.515,-32.040,-30.828
425.000,-30.622,-32.176,-30.915
426.000,-30.729,-32.312,-31.020
427.000,-30.834,-32.448,-31.105
428.000,-30.938,-32.585,-31.219
429.000,-31.041,-32.722,-31.296
430.000,-31.143,-32.859,-31.393
431.000,-31.244,-32.996,-31.508
432.000,-31.343,-33.134,-31.612
433.000,-31.441,-33.272,-31.687
433.515,-31.491,-33.343,-31.795
433.531,-31.493,-33.346,-31.800
433.615,-31.501,-33.357,-31.805
433.630,-31.502,-33.359,-31.810
433.713,-31.510,-33.371,-31.815
433.730,-31.512,-33.373,-31.820
433.754,-31.514,-33.376,-31.825
433.826,-31.521,-33.386,-31.830
433.845,-31.523,-33.389,-31.835
433.899,-31.528,-33.397,-31.840
434.104,-31.548,-33.425,-31.845
434.129,-31.550,-33.428,-31.850
434.207,-31.558,-33.439,-31.855
434.311,-31.568,-33.454,-31.860
434.374,-31.574,-33.462,-31.866
434.411,-31.577,-33.467,-31.871
434.481,-31.584,-33.477,-31.876
434.586,-31.594,-33.492,-31.881
434.704,-31.605,-33.508,-31.886
434.753,-31.610,-33.515,-31.891
434.788,-31.613,-33.520,-31.897
434.802,-31.615,-33.522,-31.902
434.836,-31.618,-33.526,-31.907
434.942,-31.628,-33.541,-31.913
435.122,-31.645,-33.566,-31.918
435.139,-31.646,-33.568,-31.923
435.312,-31.663,-33.593,-31.929
435.396,-31.671,-33.604,-31.934
435.398,-31.671,-33.605,-31.939
435.461,-31.677,-33.613,-31.945
435.483,-31.679,-33.616,-31.950
435.607,-31.691,-33.634,-31.956
435.647,-31.694,-33.639,-31.961
435.662,-31.696,-33.641,-31.967
435.675,-31.697,-33.643,-31.972
435.718,-31.701,-33.649,-31.978
435.837,-31.712,-33.666,-31.983
435.979,-31.725,-33.685,-31.989
436.007,-31.728,-33.689,-31.994
436.010,-31.728,-33.690,-32.000
436.191,-31.745,-33.715,-32.006
436.301,-31.755,-33.730,-32.011
436.322,-31.757,-33.733,-32.017
436.353,-31.760,-33.737,-32.023
436.424,-31.767,-33.747,-32.028
436.486,-31.772,-33.756,-32.034
436.506,-31.774,-33.759,-32.040
436.523,-31.776,-33.761,-32.046
436.544,-31.778,-33.764,-32.052
436.609,-31.784,-33.773,-32.057
436.622,-31.785,-33.775,-32.063
436.635,-31.786,-33.777,-32.069
436.689,-31.791,-33.784,-32.075
436.702,-31.792,-33.786,-32.081
436.836,-31.805,-33.805,-32.087
436.909,-31.811,-33.815,-32.093
436.952,-31.815,-33.821,-32.099
436.962,-31.816,-33.822,-32.105
436.988,-31.819,-33.826,-32.111
437.064,-31.826,-33.836,-32.117
437.225,-31.840,-33.859,-32.123
437.239,-31.842,-33.861,-32.130
437.300,-31.847,-33.869,-32.136
437.321,-31.849,-33.872,-32.142
437.358,-31.852,-33.877,-32.148
437.475,-31.863,-33.894,-32.155
437.520,-31.867,-33.900,-32.161
437.574,-31.872,-33.908,-32.167
437.603,-31.875,-33.912,-32.173
437.931,-31.904,-33.957,-32.180
438.019,-31.912,-33.970,-32.186
438.072,-31.917,-33.977,-32.193
438.110,-31.921,-33.983,-32.199
438.144,-31.924,-33.987,-32.206
438.148,-31.924,-33.988,-32.212
438.265,-31.935,-34.004,-32.219
438.318,-31.939,-34.012,-32.225
438.318,-31.939,-34.012,-32.232
438.400,-31.947,-34.023,-32.238
438.460,-31.952,-34.032,-32.245
438.557,-31.961,-34.045,-32.252
438.592,-31.964,-34.050,-32.259
438.827,-31.985,-34.083,-32.265
438.875,-31.989,-34.090,-32.272
438.898,-31.991,-34.093,-32.279
438.961,-31.997,-34.102,-32.286
439.032,-32.003,-34.112,-32.293
439.130,-32.012,-34.125,-32.300
439.185,-32.017,-34.133,-32.307
439.302,-32.027,-34.149,-32.313
439.320,-32.028,-34.152,-32.321
439.423,-32.037,-34.166,-32.328
439.439,-32.039,-34.169,-32.335
439.541,-32.048,-34.183,-32.342
439.589,-32.052,-34.190,-32.349
439.620,-32.055,-34.194,-32.356
439.809,-32.071,-34.221,-32.363
439.846,-32.075,-34.226,-32.371
439.979,-32.086,-34.244,-32.378
440.000,-32.088,-34.247,-32.385
440.076,-32.095,-34.258,-32.393
440.342,-32.118,-34.295,-32.400
440.393,-32.122,-34.303,-32.408
440.448,-32.127,-34.310,-32.415
440.462,-32.128,-34.312,-32.423
440.558,-32.136,-34.326,-32.430
440.605,-32.140,-34.332,-32.438
440.650,-32.144,-34.339,-32.445
440.766,-32.154,-34.355,-32.453
440.849,-32.161,-34.367,-32.461
440.903,-32.166,-34.374,-32.469
440.936,-32.169,-34.379,-32.476
440.944,-32.170,-34.380,-32.484
441.023,-32.176,-34.391,-32.492
441.115,-32.184,-34.404,-32.500
441.168,-32.189,-34.411,-32.508
441.170,-32.189,-34.412,-32.516
441.268,-32.197,-34.426,-32.524
441.329,-32.202,-34.434,-32.532
441.358,-32.205,-34.438,-32.541
441.613,-32.226,-34.474,-32.549
442.068,-32.265,-34.538,-32.557
442.188,-32.275,-34.555,-32.565
442.266,-32.281,-34.566,-32.574
442.526,-32.303,-34.603,-32.582
442.698,-32.317,-34.627,-32.591
442.769,-32.323,-34.637,-32.599
442.786,-32.325,-34.640,-32.608
442.819,-32.327,-34.644,-32.616
443.050,-32.346,-34.677,-32.625
443.132,-32.353,-34.689,-32.634
443.289,-32.366,-34.711,-32.642
443.294,-32.366,-34.711,-32.651
443.388,-32.374,-34.725,-32.660
443.447,-32.379,-34.733,-32.669
443.563,-32.388,-34.750,-32.678
443.656,-32.396,-34.763,-32.687
443.691,-32.399,-34.768,-32.696
443.756,-32.404,-34.777,-32.705
444.074,-32.430,-34.822,-32.715
444.207,-32.441,-34.841,-32.724
444.390,-32.455,-34.867,-32.733
444.418,-32.457,-34.871,-32.743
444.932,-32.498,-34.943,-32.752
444.995,-32.503,-34.952,-32.762
445.078,-32.510,-34.964,-32.771
445.309,-32.528,-34.997,-32.781
445.377,-32.534,-35.007,-32.791
445.435,-32.538,-35.015,-32.800
445.664,-32.556,-35.047,-32.810
445.795,-32.566,-35.066,-32.820
445.819,-32.568,-35.069,-32.830
446.008,-32.583,-35.096,-32.840
446.350,-32.609,-35.145,-32.850
446.355,-32.610,-35.146,-32.860
446.381,-32.612,-35.149,-32.871
446.605,-32.629,-35.181,-32.881
446.756,-32.640,-35.203,-32.891
446.770,-32.641,-35.205,-32.902
446.819,-32.645,-35.212,-32.913
446.859,-32.648,-35.217,-32.923
447.437,-32.692,-35.300,-32.934
447.515,-32.698,-35.311,-32.945
447.534,-32.699,-35.314,-32.956
447.803,-32.719,-35.352,-32.967
447.812,-32.720,-35.353,-32.978
447.970,-32.732,-35.376,-32.989
447.975,-32.732,-35.377,-33.000
448.025,-32.736,-35.384,-33.011
448.201,-32.749,-35.409,-33.023
448.296,-32.756,-35.423,-33.034
448.383,-32.763,-35.435,-33.046
448.723,-32.788,-35.484,-33.057
448.942,-32.804,-35.515,-33.069
448.986,-32.807,-35.521,-33.081
449.019,-32.809,-35.526,-33.093
449.849,-32.869,-35.645,-33.105
450.169,-32.892,-35.691,-33.117
450.242,-32.897,-35.701,-33.130
450.792,-32.936,-35.780,-33.142
450.988,-32.949,-35.808,-33.155
451.101,-32.957,-35.825,-33.167
451.538,-32.988,-35.887,-33.180
451.643,-32.995,-35.903,-33.193
451.823,-33.007,-35.928,-33.206
451.998,-33.019,-35.954,-33.219
452.084,-33.025,-35.966,-33.232
452.853,-33.077,-36.077,-33.245
453.032,-33.089,-36.103,-33.259
454.873,-33.209,-36.369,-33.272
455.140,-33.226,-36.408,-33.286
455.320,-33.238,-36.434,-33.300
455.379,-33.242,-36.443,-33.313
455.473,-33.248,-36.456,-33.328
455.624,-33.257,-36.478,-33.342
456.987,-33.342,-36.676,-33.356
457.464,-33.371,-36.746,-33.371
457.891,-33.396,-36.808,-33.385
458.230,-33.417,-36.857,-33.400
458.456,-33.430,-36.890,-33.415
458.538,-33.435,-36.902,-33.430
458.578,-33.437,-36.908,-33.445
458.954,-33.460,-36.963,-33.461
459.681,-33.502,-37.069,-33.476
459.808,-33.509,-37.088,-33.492
460.271,-33.536,-37.156,-33.508
460.488,-33.548,-37.188,-33.524
460.565,-33.552,-37.199,-33.541
460.974,-33.576,-37.259,-33.557
461.992,-33.632,-37.409,-33.574
462.010,-33.633,-37.411,-33.591
462.208,-33.644,-37.440,-33.608
462.977,-33.686,-37.554,-33.625
463.229,-33.699,-37.591,-33.642
463.274,-33.702,-37.597,-33.660
463.286,-33.702,-37.599,-33.678
463.427,-33.710,-37.620,-33.696
463.953,-33.738,-37.698,-33.715
464.503,-33.767,-37.779,-33.733
465.064,-33.796,-37.862,-33.752
465.246,-33.806,-37.889,-33.771
465.266,-33.807,-37.892,-33.791
465.396,-33.813,-37.911,-33.810
465.424,-33.815,-37.915,-33.830
465.454,-33.816,-37.920,-33.850
465.919,-33.840,-37.989,-33.871
467.289,-33.909,-38.192,-33.891
467.531,-33.921,-38.228,-33.913
468.065,-33.947,-38.308,-33.934
468.378,-33.962,-38.354,-33.956
469.515,-34.017,-38.524,-33.978
469.628,-34.023,-38.541,-34.000
469.650,-34.024,-38.544,-34.023
469.935,-34.037,-38.587,-34.046
470.243,-34.052,-38.633,-34.069
471.055,-34.090,-38.754,-34.093
471.244,-34.099,-38.783,-34.117
471.336,-34.103,-38.797,-34.142
471.486,-34.110,-38.819,-34.167
471.613,-34.116,-38.838,-34.193
471.843,-34.126,-38.873,-34.219
473.213,-34.189,-39.079,-34.245
474.265,-34.235,-39.237,-34.272
474.526,-34.247,-39.277,-34.300
475.149,-34.274,-39.371,-34.328
475.309,-34.281,-39.395,-34.356
475.651,-34.296,-39.447,-34.385
476.187,-34.319,-39.528,-34.415
476.407,-34.329,-39.561,-34.445
476.737,-34.343,-39.611,-34.476
476.876,-34.349,-39.632,-34.508
477.017,-34.355,-39.653,-34.541
477.664,-34.382,-39.752,-34.574
477.962,-34.395,-39.797,-34.608
479.843,-34.473,-40.084,-34.642
479.932,-34.477,-40.097,-34.678
481.464,-34.539,-40.331,-34.715
481.647,-34.547,-40.359,-34.752
481.878,-34.556,-40.395,-34.791
483.963,-34.639,-40.715,-34.830
484.099,-34.644,-40.736,-34.871
484.360,-34.654,-40.776,-34.913
484.762,-34.670,-40.838,-34.956
485.573,-34.702,-40.963,-35.000
487.347,-34.770,-41.237,-35.046
487.790,-34.787,-41.306,-35.093
489.195,-34.840,-41.524,-35.142
489.321,-34.844,-41.543,-35.193
489.657,-34.857,-41.596,-35.245
490.460,-34.887,-41.721,-35.300
491.528,-34.926,-41.887,-35.356
492.908,-34.977,-42.103,-35.415
493.147,-34.986,-42.140,-35.476
494.175,-35.023,-42.302,-35.541
495.266,-35.062,-42.473,-35.608
495.702,-35.078,-42.542,-35.678
497.636,-35.147,-42.847,-35.752
498.337,-35.172,-42.958,-35.830
498.691,-35.184,-43.014,-35.913
503.683,-35.359,-43.808,-36.000
506.014,-35.438,-44.181,-36.093
512.946,-35.672,-45.302,-36.193
515.916,-35.771,-45.787,-36.300
519.693,-35.895,-46.407,-36.415
523.626,-36.022,-47.058,-36.541
527.385,-36.143,-47.684,-36.678
542.017,-36.605,-50.163,-36.830
548.125,-36.793,-51.217,-37.000
551.021,-36.882,-51.721,-37.193
558.497,-37.109,-53.033,-37.415
575.076,-37.601,-56.005,-37.678
583.182,-37.837,-57.489,-38.000
587.233,-37.954,-58.239,-38.415
